company_id,city,source,name,credit_code,address,lng_wgs84,lat_wgs84,coord_source,coord_quality,business_scope,driver_num,vehicle_num,snapshot
,绍兴,sx_company,,,,120.57952,29.93163,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.60614,30.11334,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.5627,29.92768,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.26458,29.70779,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.579966,29.999668,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.86266,30.0266,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.82504,29.57002,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.69545,29.6073,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.79296,29.4878,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.48033,30.11625,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.579966,29.999668,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.57752,29.97709,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.86407,29.63403,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.87729,29.50547,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.62363,30.16342,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.6213,30.01258,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.79259,30.01883,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.58532,29.99592,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.79474,29.57661,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.579966,29.999668,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.53955,29.99605,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.59729,30.06354,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.54679,30.02921,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.68192,29.97407,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.605489,30.029841,amap_converted,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.59529,30.00629,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.60389,29.97364,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.579966,29.999668,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.57956,29.93098,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.65418,30.01921,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.65422,29.9985,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.90407,29.48658,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.79396,29.57539,platform_wgs84,ok,,,,2026-09-02
,绍兴,sx_company,,,,120.79597,29.57178,platform_wgs84,ok,,,,2026-09-02
