site_id,litter_type,litter_name,amount_kg,is_sentinel,snapshot
nb_a3938e61-ef52-4145-a7b6-39972eb8cf68,Litter001,工程渣土,74293200.0,False,2026-09-02
nb_a3938e61-ef52-4145-a7b6-39972eb8cf68,Litter003,工程泥浆,19500000.0,False,2026-09-02
nb_6b86c5f1-eec2-4af3-8bf5-dc02cb8bde02,Litter001,工程渣土,226707983.0,False,2026-09-02
nb_9c64951c-ae60-4e43-a2b5-0d3f2e989958,Litter001,工程渣土,15840000.0,False,2026-09-02
nb_9c64951c-ae60-4e43-a2b5-0d3f2e989958,Litter005,拆除弃料,6480000.0,False,2026-09-02
nb_3a93a64d-0d05-4f3a-a599-7db71ddec12f,Litter001,工程渣土,14400000.0,False,2026-09-02
nb_5eaccea3-8da4-466a-bfd0-e6efaf26248d,Litter001,工程渣土,79740000.0,False,2026-09-02
nb_5eaccea3-8da4-466a-bfd0-e6efaf26248d,Litter003,工程泥浆,4550000.0,False,2026-09-02
nb_925fec22-e6a5-47da-8a60-a7b8bdbd83cc,Litter001,工程渣土,36270000.0,False,2026-09-02
nb_c2fc24a2-422e-4b3e-92be-86f97d99f340,Litter001,工程渣土,34920000.0,False,2026-09-02
nb_c2fc24a2-422e-4b3e-92be-86f97d99f340,Litter005,拆除弃料,5940000.0,False,2026-09-02
nb_ce613e75-f76e-4f3b-96d7-6b5aff134862,Litter001,工程渣土,926100000.0,False,2026-09-02
nb_ce613e75-f76e-4f3b-96d7-6b5aff134862,Litter003,工程泥浆,286130000.0,False,2026-09-02
nb_ce613e75-f76e-4f3b-96d7-6b5aff134862,Litter005,拆除弃料,8460000.0,False,2026-09-02
nb_d604f05c-d848-46be-b6c8-593e6ed38dd3,Litter001,工程渣土,334841400.0,False,2026-09-02
nb_d604f05c-d848-46be-b6c8-593e6ed38dd3,Litter005,拆除弃料,34560000.0,False,2026-09-02
nb_d7cf9c84-1245-4094-b9ee-ce324f7f0e37,Litter001,工程渣土,9831000.0,False,2026-09-02
nb_e4cbbf74-335c-4c56-9f37-05768d4d93f2,Litter001,工程渣土,72000000.0,False,2026-09-02
nb_3de6a251-b344-460d-89da-c89e65c835da,Litter003,工程泥浆,2209000.0,False,2026-09-02
nb_1a1e45e5-a8fa-4ba4-af59-f423793da079,Litter001,工程渣土,1741000.0,False,2026-09-02
nb_1a1e45e5-a8fa-4ba4-af59-f423793da079,Litter003,工程泥浆,20514000.0,False,2026-09-02
nb_2f1fc6f9-849f-4d20-92ff-147c14148d56,Litter001,工程渣土,73080000.0,False,2026-09-02
nb_2f1fc6f9-849f-4d20-92ff-147c14148d56,Litter003,工程泥浆,140270000.0,False,2026-09-02
nb_300a83b2-bfa6-49af-b896-7b255d3b7590,Litter001,工程渣土,22860000.0,False,2026-09-02
nb_300a83b2-bfa6-49af-b896-7b255d3b7590,Litter005,拆除弃料,2700000.0,False,2026-09-02
nb_ea090523-9780-4f24-be94-83e0a70c7749,Litter001,工程渣土,10148400.0,False,2026-09-02
nb_ea090523-9780-4f24-be94-83e0a70c7749,Litter003,工程泥浆,1770600.0,False,2026-09-02
nb_7c4c0b61-49b3-478b-bbf6-506bf5bcc8e8,Litter001,工程渣土,865818.0,False,2026-09-02
nb_7c4c0b61-49b3-478b-bbf6-506bf5bcc8e8,Litter005,拆除弃料,86400.0,False,2026-09-02
nb_d624b70f-63b3-4045-b14c-0e50e953c132,Litter001,工程渣土,5400000.0,False,2026-09-02
nb_4237575b-e063-448d-acfb-9e8a2647f10b,Litter001,工程渣土,1800000.0,False,2026-09-02
nb_4237575b-e063-448d-acfb-9e8a2647f10b,Litter003,工程泥浆,1800000.0,False,2026-09-02
nb_4237575b-e063-448d-acfb-9e8a2647f10b,Litter005,拆除弃料,810000.0,False,2026-09-02
nb_56ef0449-6dca-410c-92ce-2bce2817403b,Litter001,工程渣土,5400000.0,False,2026-09-02
nb_56ef0449-6dca-410c-92ce-2bce2817403b,Litter002,工程弃料,3053000.0,False,2026-09-02
nb_7d08b1e3-23c3-4409-ac76-e12ab9e79fce,Litter001,工程渣土,10080000.0,False,2026-09-02
nb_7d08b1e3-23c3-4409-ac76-e12ab9e79fce,Litter002,工程弃料,4872000.0,False,2026-09-02
nb_abe18ee2-0ee7-4e68-8749-05e81909e6a3,Litter001,工程渣土,353520000.0,False,2026-09-02
nb_27c11339-b5b3-4f54-a288-6b8e8df6f10e,Litter001,工程渣土,21240000.0,False,2026-09-02
nb_27c11339-b5b3-4f54-a288-6b8e8df6f10e,Litter003,工程泥浆,5070000.0,False,2026-09-02
nb_ea9fb70f-69ca-415f-958d-3db8ac2b09ac,Litter001,工程渣土,263520000.0,False,2026-09-02
nb_ea9fb70f-69ca-415f-958d-3db8ac2b09ac,Litter003,工程泥浆,5330000.0,False,2026-09-02
nb_ea9fb70f-69ca-415f-958d-3db8ac2b09ac,Litter005,拆除弃料,720000.0,False,2026-09-02
nb_ff6ba999-e3f7-435a-abdf-c91b00670e10,Litter001,工程渣土,124200000.0,False,2026-09-02
nb_2ef22a47-048a-4602-9395-0dbaac113579,Litter001,工程渣土,64080000.0,False,2026-09-02
nb_2ef22a47-048a-4602-9395-0dbaac113579,Litter005,拆除弃料,21960000.0,False,2026-09-02
nb_c97541d9-8700-4484-865a-8d7be4a361d4,Litter001,工程渣土,66060000.0,False,2026-09-02
nb_8067ad62-c4e7-4bfb-8497-58c22c09ef9c,Litter001,工程渣土,9958914.0,False,2026-09-02
nb_8067ad62-c4e7-4bfb-8497-58c22c09ef9c,Litter005,拆除弃料,1620000.0,False,2026-09-02
nb_630a9660-7e77-4fb2-8329-e0a5e11320d8,Litter001,工程渣土,665280000.0,False,2026-09-02
nb_630a9660-7e77-4fb2-8329-e0a5e11320d8,Litter003,工程泥浆,29510000.0,False,2026-09-02
nb_630a9660-7e77-4fb2-8329-e0a5e11320d8,Litter005,拆除弃料,7200000.0,False,2026-09-02
nb_5569b73a-96d5-4216-97dc-ea797b88a791,Litter001,工程渣土,360000000.0,False,2026-09-02
nb_5569b73a-96d5-4216-97dc-ea797b88a791,Litter003,工程泥浆,26000000.0,False,2026-09-02
nb_76b3ce45-c5c7-4384-ad7a-341178e90eff,Litter001,工程渣土,1308600.0,False,2026-09-02
nb_76b3ce45-c5c7-4384-ad7a-341178e90eff,Litter005,拆除弃料,514800.0,False,2026-09-02
nb_12359376-61da-4b31-889a-20572dbb6f78,Litter001,工程渣土,13501971.0,False,2026-09-02
nb_e5d5d28a-2cfc-47aa-a2b0-95e7bcba1efd,Litter001,工程渣土,236880000.0,False,2026-09-02
nb_e5d5d28a-2cfc-47aa-a2b0-95e7bcba1efd,Litter003,工程泥浆,21060000.0,False,2026-09-02
nb_991bcf68-e703-410e-aa58-c5838719b242,Litter001,工程渣土,33480000.0,False,2026-09-02
nb_991bcf68-e703-410e-aa58-c5838719b242,Litter005,拆除弃料,24480000.0,False,2026-09-02
nb_aada139a-7bbe-4453-bf87-128f04d8703d,Litter001,工程渣土,443880000.0,False,2026-09-02
nb_aada139a-7bbe-4453-bf87-128f04d8703d,Litter003,工程泥浆,29770000.0,False,2026-09-02
nb_862828a6-03d2-4bf2-a8e7-12d967dd219d,Litter001,工程渣土,628405000.0,False,2026-09-02
nb_862828a6-03d2-4bf2-a8e7-12d967dd219d,Litter003,工程泥浆,413500.0,False,2026-09-02
nb_862828a6-03d2-4bf2-a8e7-12d967dd219d,Litter005,拆除弃料,362500.0,False,2026-09-02
nb_1fe432ac-239a-4590-8e3d-d728b2de34eb,Litter001,工程渣土,157600000.0,False,2026-09-02
nb_a418805f-8633-4728-ab16-b7707123c289,Litter001,工程渣土,3600000.0,False,2026-09-02
nb_5d6704d9-b905-4b66-9f38-62f327f69828,Litter001,工程渣土,19080000.0,False,2026-09-02
nb_5d6704d9-b905-4b66-9f38-62f327f69828,Litter005,拆除弃料,2700000.0,False,2026-09-02
nb_06870c06-2941-4143-b394-0eefc2f51632,Litter005,拆除弃料,7200000.0,False,2026-09-02
nb_b6a1fd0b-08c3-40e3-8f0b-7dec862397af,Litter001,工程渣土,5271000.0,False,2026-09-02
nb_b6a1fd0b-08c3-40e3-8f0b-7dec862397af,Litter005,拆除弃料,1737000.0,False,2026-09-02
nb_b2958c54-39e1-4bba-a703-1b91d26c6443,Litter001,工程渣土,2807000.0,False,2026-09-02
nb_b2958c54-39e1-4bba-a703-1b91d26c6443,Litter005,拆除弃料,514000.0,False,2026-09-02
nb_38cdf42f-f323-4388-8bd3-944c7fbb3092,Litter001,工程渣土,8640000.0,False,2026-09-02
nb_38cdf42f-f323-4388-8bd3-944c7fbb3092,Litter003,工程泥浆,2600000.0,False,2026-09-02
nb_38cdf42f-f323-4388-8bd3-944c7fbb3092,Litter005,拆除弃料,540000.0,False,2026-09-02
nb_b6733304-b18a-435c-a16d-383552eb74eb,Litter001,工程渣土,1800000.0,False,2026-09-02
nb_eb6f8ec4-7767-4a17-84aa-88e52bf7b438,Litter001,工程渣土,156600000.0,False,2026-09-02
nb_2a361f94-928a-4741-a0cf-fc4b70c735c2,Litter001,工程渣土,43740000.0,False,2026-09-02
nb_2a361f94-928a-4741-a0cf-fc4b70c735c2,Litter003,工程泥浆,11310000.0,False,2026-09-02
nb_2a361f94-928a-4741-a0cf-fc4b70c735c2,Litter005,拆除弃料,900000.0,False,2026-09-02
nb_6ec90123-89e0-4d84-ad04-e04eed0d07ca,Litter001,工程渣土,6750000.0,False,2026-09-02
nb_6ec90123-89e0-4d84-ad04-e04eed0d07ca,Litter003,工程泥浆,4537000.0,False,2026-09-02
nb_fdd559a6-0489-478b-bff7-63010c6ccdeb,Litter001,工程渣土,4307400.0,False,2026-09-02
nb_b5f6bed9-6b5e-4e31-8849-bf847a5d0c36,Litter001,工程渣土,10080000.0,False,2026-09-02
nb_8e9861b1-3122-4be9-9fa1-087995a76083,Litter001,工程渣土,3600000.0,False,2026-09-02
nb_15d54d83-1fee-432f-b908-afa2ece312c1,Litter001,工程渣土,326160000.0,False,2026-09-02
nb_15d54d83-1fee-432f-b908-afa2ece312c1,Litter003,工程泥浆,80210000.0,False,2026-09-02
nb_15d54d83-1fee-432f-b908-afa2ece312c1,Litter005,拆除弃料,3600000.0,False,2026-09-02
nb_1ffd0215-5a5b-4afe-afd0-836c2c90c037,Litter001,工程渣土,5400000.0,False,2026-09-02
nb_1ffd0215-5a5b-4afe-afd0-836c2c90c037,Litter002,工程弃料,3120000.0,False,2026-09-02
nb_4c6abd67-9ffb-44fe-96aa-dab20d795807,Litter001,工程渣土,5400000.0,False,2026-09-02
nb_4c6abd67-9ffb-44fe-96aa-dab20d795807,Litter002,工程弃料,5500000.0,False,2026-09-02
nb_31b0a731-aea4-46bf-bab7-06c9a9e19656,Litter001,工程渣土,77040000.0,False,2026-09-02
nb_cd3cc18d-5e7f-4c3f-b344-aa842b4c62f6,Litter001,工程渣土,64440000.0,False,2026-09-02
nb_cd3cc18d-5e7f-4c3f-b344-aa842b4c62f6,Litter003,工程泥浆,2210000.0,False,2026-09-02
nb_4a1b6b72-3975-4f00-9374-6b751b26f5c8,Litter005,拆除弃料,3464000.0,False,2026-09-02
nb_918880f1-5a5c-4d61-86ad-1f9807fd32c6,Litter001,工程渣土,1539000.0,False,2026-09-02
nb_918880f1-5a5c-4d61-86ad-1f9807fd32c6,Litter005,拆除弃料,2712000.0,False,2026-09-02
nb_651746bc-fe46-4f06-8048-c9547698d021,Litter001,工程渣土,86940000.0,False,2026-09-02
nb_651746bc-fe46-4f06-8048-c9547698d021,Litter003,工程泥浆,1690000.0,False,2026-09-02
nb_651746bc-fe46-4f06-8048-c9547698d021,Litter005,拆除弃料,12780000.0,False,2026-09-02
nb_88ebb9e3-bb59-4d58-86d8-e7f6544fa3fc,Litter001,工程渣土,92163480.0,False,2026-09-02
nb_f02f68fd-154a-4bc5-9533-cf29aa3e6c1f,Litter001,工程渣土,36000000.0,False,2026-09-02
nb_f02f68fd-154a-4bc5-9533-cf29aa3e6c1f,Litter005,拆除弃料,3402000.0,False,2026-09-02
nb_92cab5c5-29ec-427b-9a02-bedbb83d35b9,Litter001,工程渣土,14209000.0,False,2026-09-02
nb_88a53219-1770-4cc2-9be8-919aeff0f720,Litter001,工程渣土,20890000.0,False,2026-09-02
nb_beb131f5-1172-446f-a187-2ba442a49e3a,Litter001,工程渣土,4919400.0,False,2026-09-02
nb_beb131f5-1172-446f-a187-2ba442a49e3a,Litter003,工程泥浆,5371600.0,False,2026-09-02
nb_beb131f5-1172-446f-a187-2ba442a49e3a,Litter005,拆除弃料,1004400.0,False,2026-09-02
nb_7c138784-53dc-4c75-84c9-ad3d78773c60,Litter005,拆除弃料,12445200.0,False,2026-09-02
nb_c54d4d90-e5de-4cf1-b199-d0bf8a8978c4,Litter001,工程渣土,31860000.0,False,2026-09-02
nb_c54d4d90-e5de-4cf1-b199-d0bf8a8978c4,Litter003,工程泥浆,7800000.0,False,2026-09-02
nb_c54d4d90-e5de-4cf1-b199-d0bf8a8978c4,Litter005,拆除弃料,3780000.0,False,2026-09-02
nb_937f3bdf-00da-40bf-b0c1-613aa8ba2089,Litter001,工程渣土,37620000.0,False,2026-09-02
nb_937f3bdf-00da-40bf-b0c1-613aa8ba2089,Litter003,工程泥浆,390000.0,False,2026-09-02
nb_937f3bdf-00da-40bf-b0c1-613aa8ba2089,Litter005,拆除弃料,540000.0,False,2026-09-02
nb_889e0a03-2de5-4ce8-bc92-4e9130fcc26e,Litter001,工程渣土,107689400.0,False,2026-09-02
nb_1ac14298-d650-44e0-a0df-1639b93b5aaa,Litter001,工程渣土,17820000.0,False,2026-09-02
nb_1ac14298-d650-44e0-a0df-1639b93b5aaa,Litter003,工程泥浆,4030000.0,False,2026-09-02
nb_099b6b5d-eace-4e32-a1e0-bcd633b6e81b,Litter001,工程渣土,71280000.0,False,2026-09-02
nb_099b6b5d-eace-4e32-a1e0-bcd633b6e81b,Litter005,拆除弃料,360000.0,False,2026-09-02
nb_2b00cfa7-bf6e-42c2-9748-493dc9721b8d,Litter001,工程渣土,9558796.0,False,2026-09-02
nb_16abe08b-b87b-4598-b90f-04282e16bdb5,Litter001,工程渣土,2970000.0,False,2026-09-02
nb_16abe08b-b87b-4598-b90f-04282e16bdb5,Litter002,工程弃料,4500000.0,False,2026-09-02
nb_cd961c0a-72af-46db-8c76-268d27bada1b,Litter001,工程渣土,15300000.0,False,2026-09-02
nb_1656abc3-ac29-4776-9037-8ec81b429e9b,Litter001,工程渣土,32220000.0,False,2026-09-02
nb_1656abc3-ac29-4776-9037-8ec81b429e9b,Litter003,工程泥浆,5330000.0,False,2026-09-02
nb_1656abc3-ac29-4776-9037-8ec81b429e9b,Litter005,拆除弃料,3780000.0,False,2026-09-02
nb_41e0fd0e-2ec8-4c6d-8294-777ce84b1398,Litter003,工程泥浆,3243708.0,False,2026-09-02
nb_b638b5d2-08fe-4940-8a01-c6f9ba84b4a5,Litter001,工程渣土,1800000.0,False,2026-09-02
nb_b638b5d2-08fe-4940-8a01-c6f9ba84b4a5,Litter003,工程泥浆,47190000.0,False,2026-09-02
nb_c17d93c6-e190-4aa1-b147-c431d3a2767c,Litter001,工程渣土,73800000.0,False,2026-09-02
nb_aadf93d6-81c1-446d-b2c3-0a95192a05cd,Litter001,工程渣土,630000.0,False,2026-09-02
nb_aadf93d6-81c1-446d-b2c3-0a95192a05cd,Litter003,工程泥浆,4270500.0,False,2026-09-02
nb_2d8de5b9-898f-4f38-9f7f-e33135576a9a,Litter001,工程渣土,68220000.0,False,2026-09-02
nb_2d8de5b9-898f-4f38-9f7f-e33135576a9a,Litter005,拆除弃料,3240000.0,False,2026-09-02
nb_5b674289-6e14-495c-a9b0-05bc19ce68f9,Litter003,工程泥浆,18460000.0,False,2026-09-02
nb_d874e483-0fa8-43ff-9d7c-88f16b95c82d,Litter001,工程渣土,6827400.0,False,2026-09-02
nb_d874e483-0fa8-43ff-9d7c-88f16b95c82d,Litter003,工程泥浆,6279000.0,False,2026-09-02
nb_9b2c87b0-d9ac-4ce8-b4c9-9ef645fbab64,Litter001,工程渣土,8632000.0,False,2026-09-02
nb_e5945bd0-35f0-42cd-82a4-c3193ee0edab,Litter001,工程渣土,175880000.0,False,2026-09-02
nb_e5945bd0-35f0-42cd-82a4-c3193ee0edab,Litter003,工程泥浆,31991000.0,False,2026-09-02
nb_44cc3028-1190-4e9f-a196-e0f1ddfa264b,Litter001,工程渣土,8411000.0,False,2026-09-02
nb_44cc3028-1190-4e9f-a196-e0f1ddfa264b,Litter005,拆除弃料,4348000.0,False,2026-09-02
nb_d46767f9-5dc3-4257-8bca-16d1895a7abd,Litter001,工程渣土,260000000.0,False,2026-09-02
nb_41d035be-55fa-4e81-bc84-b355746fd12b,Litter001,工程渣土,98640000.0,False,2026-09-02
nb_41d035be-55fa-4e81-bc84-b355746fd12b,Litter002,工程弃料,9923580.0,False,2026-09-02
nb_d73122c8-81a8-440b-8e36-ab77a327c937,Litter001,工程渣土,65880000.0,False,2026-09-02
nb_d73122c8-81a8-440b-8e36-ab77a327c937,Litter005,拆除弃料,32220000.0,False,2026-09-02
nb_5b99f0fd-9bad-4dff-8885-76bcae86fa7e,Litter001,工程渣土,217260000.0,False,2026-09-02
nb_5b99f0fd-9bad-4dff-8885-76bcae86fa7e,Litter003,工程泥浆,28730000.0,False,2026-09-02
nb_5b99f0fd-9bad-4dff-8885-76bcae86fa7e,Litter005,拆除弃料,1440000.0,False,2026-09-02
nb_dcac831e-0471-4af3-9a2b-dcdbc4b77ecb,Litter001,工程渣土,84600000.0,False,2026-09-02
nb_2c655b1a-2da1-4aa8-bce3-65fd67fee0af,Litter001,工程渣土,1764000.0,False,2026-09-02
nb_5e74fe8a-485e-400a-a131-c61f92454f09,Litter001,工程渣土,1755000.0,False,2026-09-02
nb_cefaae5b-e477-484b-9aa8-fbfd7c7fbf4a,Litter001,工程渣土,31163000.0,False,2026-09-02
nb_0501f689-dbf3-49c9-8257-730146d62438,Litter001,工程渣土,50400000.0,False,2026-09-02
nb_ce29cd28-bef4-4e2a-a2c7-984c79732a89,Litter001,工程渣土,640800000.0,False,2026-09-02
nb_ce29cd28-bef4-4e2a-a2c7-984c79732a89,Litter003,工程泥浆,38220000.0,False,2026-09-02
nb_ce29cd28-bef4-4e2a-a2c7-984c79732a89,Litter005,拆除弃料,11340000.0,False,2026-09-02
nb_43197d6d-ee10-4e75-b768-c51cccd07730,Litter001,工程渣土,281014830.0,False,2026-09-02
nb_43197d6d-ee10-4e75-b768-c51cccd07730,Litter003,工程泥浆,77754300.0,False,2026-09-02
nb_88199000-302b-402d-b8be-5339df5effa6,Litter001,工程渣土,911574.0,False,2026-09-02
nb_88199000-302b-402d-b8be-5339df5effa6,Litter003,工程泥浆,780000.0,False,2026-09-02
nb_405af9bb-4941-4413-a04e-2a82e4f5e1ac,Litter001,工程渣土,250133400.0,False,2026-09-02
nb_41224d59-42ea-4ee6-bc90-7b443d7ee08c,Litter001,工程渣土,13500000.0,False,2026-09-02
nb_41224d59-42ea-4ee6-bc90-7b443d7ee08c,Litter003,工程泥浆,7800000.0,False,2026-09-02
nb_2db19bae-6e6e-40d0-b828-dd271f0fd27e,Litter001,工程渣土,154800000.0,False,2026-09-02
nb_614c6e12-cb0d-478b-9766-e3302f762a3c,Litter003,工程泥浆,11180000.0,False,2026-09-02
nb_4ddcbe73-8c44-4ef0-be64-954bca791d91,Litter001,工程渣土,19080000.0,False,2026-09-02
nb_53a8c107-68b0-4224-858f-87e07dc5ad59,Litter001,工程渣土,113940000.0,False,2026-09-02
nb_53a8c107-68b0-4224-858f-87e07dc5ad59,Litter003,工程泥浆,8580000.0,False,2026-09-02
nb_7bb5d046-ff2a-456a-8701-2ab96c727833,Litter001,工程渣土,12420000.0,False,2026-09-02
nb_7bb5d046-ff2a-456a-8701-2ab96c727833,Litter005,拆除弃料,2880000.0,False,2026-09-02
nb_7fa3e872-ebcb-4a6b-a870-4efb20ddb769,Litter001,工程渣土,28980000.0,False,2026-09-02
nb_7fa3e872-ebcb-4a6b-a870-4efb20ddb769,Litter003,工程泥浆,9230000.0,False,2026-09-02
nb_66cebc67-0395-468c-a7c6-b3c2a92e0ef1,Litter001,工程渣土,27000000.0,False,2026-09-02
nb_66cebc67-0395-468c-a7c6-b3c2a92e0ef1,Litter005,拆除弃料,3240000.0,False,2026-09-02
nb_332f78c4-b4e9-40e9-b5dd-2472cfeeac66,Litter001,工程渣土,52945000.0,False,2026-09-02
nb_364cce63-6495-4bc0-aea2-ae1dd6bbd4ce,Litter001,工程渣土,228780000.0,False,2026-09-02
nb_364cce63-6495-4bc0-aea2-ae1dd6bbd4ce,Litter003,工程泥浆,6500000.0,False,2026-09-02
nb_2d805b55-9d9c-4839-83a3-b2886da911e4,Litter001,工程渣土,11920000.0,False,2026-09-02
nb_2d805b55-9d9c-4839-83a3-b2886da911e4,Litter002,工程弃料,1706000.0,False,2026-09-02
nb_a166b603-6001-49ff-81ec-858066c51753,Litter001,工程渣土,74202000.0,False,2026-09-02
nb_a166b603-6001-49ff-81ec-858066c51753,Litter003,工程泥浆,6325880.0,False,2026-09-02
nb_e98dfbd6-11db-461b-8014-f6f48027df98,Litter001,工程渣土,26280000.0,False,2026-09-02
nb_88960091-c955-4f9f-bf78-3da8f291cb7b,Litter001,工程渣土,4293000.0,False,2026-09-02
nb_eff0fb30-1041-471f-b108-aefa5025286c,Litter001,工程渣土,216000000.0,False,2026-09-02
nb_b440c800-bbc7-4e66-b24c-6ee49d330861,Litter001,工程渣土,685300000.0,False,2026-09-02
nb_b440c800-bbc7-4e66-b24c-6ee49d330861,Litter003,工程泥浆,8420000.0,False,2026-09-02
nb_4db181f0-4718-43f3-ba94-b7a07f69a38b,Litter001,工程渣土,116100000.0,False,2026-09-02
nb_4db181f0-4718-43f3-ba94-b7a07f69a38b,Litter003,工程泥浆,29900000.0,False,2026-09-02
nb_4db181f0-4718-43f3-ba94-b7a07f69a38b,Litter005,拆除弃料,4140000.0,False,2026-09-02
nb_47c3fd1a-71e4-4947-80e7-e720c29cc9a4,Litter001,工程渣土,46260000.0,False,2026-09-02
nb_47c3fd1a-71e4-4947-80e7-e720c29cc9a4,Litter003,工程泥浆,4680000.0,False,2026-09-02
nb_f1769231-eddc-4a9e-9c78-0c45da25762d,Litter001,工程渣土,29880000.0,False,2026-09-02
nb_f1769231-eddc-4a9e-9c78-0c45da25762d,Litter005,拆除弃料,7560000.0,False,2026-09-02
nb_bdef6768-2e84-45fc-8e0d-9f2895fe2f95,Litter001,工程渣土,6052608.0,False,2026-09-02
nb_bdef6768-2e84-45fc-8e0d-9f2895fe2f95,Litter003,工程泥浆,15860000.0,False,2026-09-02
nb_81dc76d7-650c-4c90-a903-f126f59a496a,Litter001,工程渣土,12722530.0,False,2026-09-02
nb_81dc76d7-650c-4c90-a903-f126f59a496a,Litter003,工程泥浆,2308610.0,False,2026-09-02
nb_15f557a4-260b-48cb-964b-d4c02f5846f4,Litter001,工程渣土,36540000.0,False,2026-09-02
nb_15f557a4-260b-48cb-964b-d4c02f5846f4,Litter003,工程泥浆,8320000.0,False,2026-09-02
nb_640e0c7b-f96e-409f-a9a9-3da73a851d0c,Litter001,工程渣土,66240000.0,False,2026-09-02
nb_16bbbbfb-84c6-4688-ba38-a48c710c424c,Litter001,工程渣土,7588000.0,False,2026-09-02
nb_16bbbbfb-84c6-4688-ba38-a48c710c424c,Litter005,拆除弃料,8400000.0,False,2026-09-02
nb_a519cad8-973a-4449-a16c-52f11378ab36,Litter001,工程渣土,139810788.0,False,2026-09-02
nb_a519cad8-973a-4449-a16c-52f11378ab36,Litter002,工程弃料,18519318.0,False,2026-09-02
nb_a519cad8-973a-4449-a16c-52f11378ab36,Litter005,拆除弃料,2076174.0,False,2026-09-02
nb_e394fb11-5bf4-4fbc-b1cd-bc8b90c530d8,Litter001,工程渣土,28800000.0,False,2026-09-02
nb_2d9cf19c-d815-45d7-8469-8feeadb71c50,Litter001,工程渣土,23868000.0,False,2026-09-02
nb_2d9cf19c-d815-45d7-8469-8feeadb71c50,Litter003,工程泥浆,2370000.0,False,2026-09-02
nb_8b249bab-0a98-4f0b-a51a-64c655613211,Litter001,工程渣土,20826000.0,False,2026-09-02
nb_43c15611-341b-47d4-9536-1116daa9aaf4,Litter001,工程渣土,49384000.0,False,2026-09-02
nb_43c15611-341b-47d4-9536-1116daa9aaf4,Litter005,拆除弃料,4935000.0,False,2026-09-02
nb_75a02b86-73bf-4a1f-a8a7-fc93dcfe0204,Litter003,工程泥浆,428610.0,False,2026-09-02
nb_07c1531a-ba08-41c9-8c4f-9228a401a1c1,Litter001,工程渣土,5356100000.0,False,2026-09-02
nb_175a1429-54d2-4c2c-b197-07e29e8ad605,Litter001,工程渣土,12600000.0,False,2026-09-02
nb_175a1429-54d2-4c2c-b197-07e29e8ad605,Litter003,工程泥浆,3770000.0,False,2026-09-02
nb_175a1429-54d2-4c2c-b197-07e29e8ad605,Litter005,拆除弃料,180000.0,False,2026-09-02
nb_a109ea6a-2655-4a36-882f-4a93c50819fe,Litter001,工程渣土,6840000.0,False,2026-09-02
nb_76e5c9f3-3ecf-4f4f-b98d-fa7e8e2c0c33,Litter001,工程渣土,41760000.0,False,2026-09-02
nb_76e5c9f3-3ecf-4f4f-b98d-fa7e8e2c0c33,Litter003,工程泥浆,21450000.0,False,2026-09-02
nb_4fd392e0-db74-4ca8-a7ec-4613333f7f8f,Litter001,工程渣土,15840000.0,False,2026-09-02
nb_4fd392e0-db74-4ca8-a7ec-4613333f7f8f,Litter005,拆除弃料,3240000.0,False,2026-09-02
nb_86fcdda3-8018-4c76-9a5b-a2698d1d1946,Litter001,工程渣土,88804000.0,False,2026-09-02
nb_f58d61cc-80f4-4f9d-9687-5592eb8a3889,Litter001,工程渣土,68760000.0,False,2026-09-02
nb_0c3913e4-7618-475d-87d0-51f7e13fb071,Litter001,工程渣土,41580000.0,False,2026-09-02
nb_e8bfa849-00ef-4479-9b30-48ae6bdfabdf,Litter001,工程渣土,119600000.0,False,2026-09-02
nb_e8bfa849-00ef-4479-9b30-48ae6bdfabdf,Litter003,工程泥浆,17297000.0,False,2026-09-02
nb_9f4793f4-9826-49df-992b-edb1fa4775bb,Litter001,工程渣土,24120000.0,False,2026-09-02
nb_9f4793f4-9826-49df-992b-edb1fa4775bb,Litter003,工程泥浆,8970000.0,False,2026-09-02
nb_9f4793f4-9826-49df-992b-edb1fa4775bb,Litter005,拆除弃料,10980000.0,False,2026-09-02
nb_4ed62388-6d17-4152-a680-9a59989b5414,Litter001,工程渣土,3060000.0,False,2026-09-02
nb_4ed62388-6d17-4152-a680-9a59989b5414,Litter005,拆除弃料,3600000.0,False,2026-09-02
nb_804b3163-ebc9-4e5b-ab0e-af2978c9e45d,Litter001,工程渣土,1785600.0,False,2026-09-02
nb_804b3163-ebc9-4e5b-ab0e-af2978c9e45d,Litter003,工程泥浆,2155000.0,False,2026-09-02
nb_ee4ef959-20f7-4971-af47-edff4aa798d1,Litter002,工程弃料,23133000.0,False,2026-09-02
nb_f6a5f092-d8be-467c-ae8a-9b66df91278c,Litter001,工程渣土,8460000.0,False,2026-09-02
nb_f6a5f092-d8be-467c-ae8a-9b66df91278c,Litter005,拆除弃料,3960000.0,False,2026-09-02
nb_2ebed490-142f-4ae5-9ab2-372e5f3b46e2,Litter001,工程渣土,5580360.0,False,2026-09-02
nb_600fb15b-944d-41b1-8a6b-f0d49b4edc0f,Litter001,工程渣土,23700000.0,False,2026-09-02
nb_dc761714-bd08-44f8-82bf-39b4328d6aeb,Litter001,工程渣土,14670000.0,False,2026-09-02
nb_dc761714-bd08-44f8-82bf-39b4328d6aeb,Litter005,拆除弃料,1980000.0,False,2026-09-02
